annee_de_deces;region_de_domicile;classe_d_age_de_10_ans;sexe;cause_initiale_de_deces;effectif_de_deces
2021;52;85-94;Hommes;7. Maladies de l’appareil circulatoire;1624
2022;52;85-94;Hommes;7. Maladies de l’appareil circulatoire;1581
2019;53;85-94;Hommes;7. Maladies de l’appareil circulatoire;1527
2020;53;85-94;Hommes;7. Maladies de l’appareil circulatoire;1501
2021;53;85-94;Hommes;7. Maladies de l’appareil circulatoire;1531
2022;53;85-94;Hommes;7. Maladies de l’appareil circulatoire;1610
2019;75;85-94;Hommes;7. Maladies de l’appareil circulatoire;2965
2020;75;85-94;Hommes;7. Maladies de l’appareil circulatoire;2969
2021;75;85-94;Hommes;7. Maladies de l’appareil circulatoire;3017
2022;75;85-94;Hommes;7. Maladies de l’appareil circulatoire;2956
2019;76;85-94;Hommes;7. Maladies de l’appareil circulatoire;2615
2020;76;85-94;Hommes;7. Maladies de l’appareil circulatoire;2543
2021;76;85-94;Hommes;7. Maladies de l’appareil circulatoire;2623
2022;76;85-94;Hommes;7. Maladies de l’appareil circulatoire;2654
2019;84;85-94;Hommes;7. Maladies de l’appareil circulatoire;2815
2020;84;85-94;Hommes;7. Maladies de l’appareil circulatoire;2661
2021;84;85-94;Hommes;7. Maladies de l’appareil circulatoire;2767
2022;84;85-94;Hommes;7. Maladies de l’appareil circulatoire;2735
2019;93;85-94;Hommes;7. Maladies de l’appareil circulatoire;1977
2020;93;85-94;Hommes;7. Maladies de l’appareil circulatoire;1990
2021;93;85-94;Hommes;7. Maladies de l’appareil circulatoire;1933
2022;93;85-94;Hommes;7. Maladies de l’appareil circulatoire;1916
2019;94;85-94;Hommes;7. Maladies de l’appareil circulatoire;111
2020;94;85-94;Hommes;7. Maladies de l’appareil circulatoire;147
2021;94;85-94;Hommes;7. Maladies de l’appareil circulatoire;135
2022;94;85-94;Hommes;7. Maladies de l’appareil circulatoire;131
2019;1;95p;Hommes;7. Maladies de l’appareil circulatoire;32
2020;1;95p;Hommes;7. Maladies de l’appareil circulatoire;33
2021;1;95p;Hommes;7. Maladies de l’appareil circulatoire;28
2022;1;95p;Hommes;7. Maladies de l’appareil circulatoire;27
2019;2;95p;Hommes;7. Maladies de l’appareil circulatoire;26
2020;2;95p;Hommes;7. Maladies de l’appareil circulatoire;21
2021;2;95p;Hommes;7. Maladies de l’appareil circulatoire;32
2022;2;95p;Hommes;7. Maladies de l’appareil circulatoire;36
2019;3;95p;Hommes;7. Maladies de l’appareil circulatoire;0
2020;3;95p;Hommes;7. Maladies de l’appareil circulatoire;1
2021;3;95p;Hommes;7. Maladies de l’appareil circulatoire;2
2022;3;95p;Hommes;7. Maladies de l’appareil circulatoire;2
2019;4;95p;Hommes;7. Maladies de l’appareil circulatoire;23
2020;4;95p;Hommes;7. Maladies de l’appareil circulatoire;27
2021;4;95p;Hommes;7. Maladies de l’appareil circulatoire;19
2022;4;95p;Hommes;7. Maladies de l’appareil circulatoire;19
2019;6;95p;Hommes;7. Maladies de l’appareil circulatoire;2
2020;6;95p;Hommes;7. Maladies de l’appareil circulatoire;3
2021;6;95p;Hommes;7. Maladies de l’appareil circulatoire;3
2022;6;95p;Hommes;7. Maladies de l’appareil circulatoire;2
2019;11;95p;Hommes;7. Maladies de l’appareil circulatoire;474
2020;11;95p;Hommes;7. Maladies de l’appareil circulatoire;459
2021;11;95p;Hommes;7. Maladies de l’appareil circulatoire;435
2022;11;95p;Hommes;7. Maladies de l’appareil circulatoire;526
2019;24;95p;Hommes;7. Maladies de l’appareil circulatoire;265
2020;24;95p;Hommes;7. Maladies de l’appareil circulatoire;278
2021;24;95p;Hommes;7. Maladies de l’appareil circulatoire;252
2022;24;95p;Hommes;7. Maladies de l’appareil circulatoire;240
2019;27;95p;Hommes;7. Maladies de l’appareil circulatoire;229
2020;27;95p;Hommes;7. Maladies de l’appareil circulatoire;261
2021;27;95p;Hommes;7. Maladies de l’appareil circulatoire;242
2022;27;95p;Hommes;7. Maladies de l’appareil circulatoire;224
2019;28;95p;Hommes;7. Maladies de l’appareil circulatoire;250
2020;28;95p;Hommes;7. Maladies de l’appareil circulatoire;255
2021;28;95p;Hommes;7. Maladies de l’appareil circulatoire;265
2022;28;95p;Hommes;7. Maladies de l’appareil circulatoire;274
2019;32;95p;Hommes;7. Maladies de l’appareil circulatoire;256
2020;32;95p;Hommes;7. Maladies de l’appareil circulatoire;250
2021;32;95p;Hommes;7. Maladies de l’appareil circulatoire;264
2022;32;95p;Hommes;7. Maladies de l’appareil circulatoire;268
2019;44;95p;Hommes;7. Maladies de l’appareil circulatoire;264
2020;44;95p;Hommes;7. Maladies de l’appareil circulatoire;249
2021;44;95p;Hommes;7. Maladies de l’appareil circulatoire;279
2022;44;95p;Hommes;7. Maladies de l’appareil circulatoire;327
2019;52;95p;Hommes;7. Maladies de l’appareil circulatoire;327
2020;52;95p;Hommes;7. Maladies de l’appareil circulatoire;353
2021;52;95p;Hommes;7. Maladies de l’appareil circulatoire;315
2022;52;95p;Hommes;7. Maladies de l’appareil circulatoire;384
2019;53;95p;Hommes;7. Maladies de l’appareil circulatoire;285
2020;53;95p;Hommes;7. Maladies de l’appareil circulatoire;242
2021;53;95p;Hommes;7. Maladies de l’appareil circulatoire;268
2022;53;95p;Hommes;7. Maladies de l’appareil circulatoire;283
2019;75;95p;Hommes;7. Maladies de l’appareil circulatoire;587
2020;75;95p;Hommes;7. Maladies de l’appareil circulatoire;584
2021;75;95p;Hommes;7. Maladies de l’appareil circulatoire;619
2022;75;95p;Hommes;7. Maladies de l’appareil circulatoire;658
2019;76;95p;Hommes;7. Maladies de l’appareil circulatoire;511
2020;76;95p;Hommes;7. Maladies de l’appareil circulatoire;522
2021;76;95p;Hommes;7. Maladies de l’appareil circulatoire;561
2022;76;95p;Hommes;7. Maladies de l’appareil circulatoire;595
2019;84;95p;Hommes;7. Maladies de l’appareil circulatoire;521
2020;84;95p;Hommes;7. Maladies de l’appareil circulatoire;541
2021;84;95p;Hommes;7. Maladies de l’appareil circulatoire;510
2022;84;95p;Hommes;7. Maladies de l’appareil circulatoire;504
2019;93;95p;Hommes;7. Maladies de l’appareil circulatoire;400
2020;93;95p;Hommes;7. Maladies de l’appareil circulatoire;399
2021;93;95p;Hommes;7. Maladies de l’appareil circulatoire;403
2022;93;95p;Hommes;7. Maladies de l’appareil circulatoire;454
2019;94;95p;Hommes;7. Maladies de l’appareil circulatoire;26
2020;94;95p;Hommes;7. Maladies de l’appareil circulatoire;25
2021;94;95p;Hommes;7. Maladies de l’appareil circulatoire;26
2022;94;95p;Hommes;7. Maladies de l’appareil circulatoire;25
2019;1;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;9
2020;1;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;7
2021;1;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;8
2022;1;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;7
2019;2;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;5
2020;2;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;10
2021;2;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;11
2022;2;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;6
2019;3;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;11
2020;3;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;6
2021;3;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;11
2022;3;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;7
2019;4;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;24
2020;4;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;19
2021;4;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;17
2022;4;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;19
2019;6;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;8
2020;6;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;8
2021;6;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;9
2022;6;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;10
2019;11;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;176
2020;11;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;203
2021;11;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;180
2022;11;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;214
2019;24;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;30
2020;24;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;39
2021;24;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;35
2022;24;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;36
2019;27;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;40
2020;27;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;31
2021;27;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;39
2022;27;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;40
2019;28;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;39
2020;28;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;47
2021;28;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;39
2022;28;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;47
2019;32;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;102
2020;32;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;112
2021;32;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;135
2022;32;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;98
2019;44;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;82
2020;44;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;81
2021;44;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;83
2022;44;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;73
2019;52;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;45
2020;52;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;41
2021;52;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;45
2022;52;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;41
2019;53;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;47
2020;53;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;47
2021;53;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;36
2022;53;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;36
2019;75;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;76
2020;75;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;64
2021;75;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;56
2022;75;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;80
2019;76;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;72
2020;76;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;57
2021;76;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;64
2022;76;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;68
2019;84;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;70
2020;84;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;72
2021;84;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;84
2022;84;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;76
2019;93;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;65
2020;93;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;47
2021;93;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;44
2022;93;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;46
2019;94;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;3
2020;94;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;6
2021;94;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;2
2022;94;35-44;Tous sexes;7. Maladies de l’appareil circulatoire;5
2019;1;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;30
2020;1;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;33
2021;1;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;27
2022;1;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;33
2019;2;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;28
2020;2;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;27
2021;2;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;33
2022;2;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;25
2019;3;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;23
2020;3;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;15
2021;3;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;22
2022;3;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;19
2019;4;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;56
2020;4;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;66
2021;4;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;51
2022;4;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;56
2019;6;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;13
2020;6;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;16
2021;6;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;29
2022;6;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;21
2019;11;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;526
2020;11;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;563
2021;11;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;569
2022;11;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;532
2019;24;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;115
2020;24;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;112
2021;24;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;130
2022;24;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;122
2019;27;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;107
2020;27;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;149
2021;27;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;136
2022;27;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;120
2019;28;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;166
2020;28;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;176
2021;28;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;185
2022;28;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;164
2019;32;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;308
2020;32;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;384
2021;32;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;322
2022;32;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;337
2019;44;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;262
2020;44;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;245
2021;44;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;249
2022;44;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;271
2019;52;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;163
2020;52;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;151
2021;52;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;149
2022;52;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;128
2019;53;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;158
2020;53;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;125
2021;53;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;154
2022;53;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;137
2019;75;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;265
2020;75;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;242
2021;75;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;242
2022;75;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;288
2019;76;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;237
2020;76;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;213
2021;76;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;279
2022;76;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;270
2019;84;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;285
2020;84;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;290
2021;84;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;300
2022;84;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;286
2019;93;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;190
2020;93;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;210
2021;93;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;204
2022;93;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;210
2019;94;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;10
2020;94;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;12
2021;94;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;17
2022;94;45-54;Tous sexes;7. Maladies de l’appareil circulatoire;19
2019;1;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;67
2020;1;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;77
2021;1;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;75
2022;1;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;65
2019;2;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;47
2020;2;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;53
2021;2;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;61
2022;2;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;47
2019;3;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;34
2020;3;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;32
2021;3;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;33
2022;3;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;37
2019;4;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;157
2020;4;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;145
2021;4;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;140
2022;4;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;129
2019;6;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;30
2020;6;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;24
2021;6;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;28
2022;6;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;37
2019;11;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;1121
2020;11;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;1150
2021;11;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;1159
2022;11;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;1163
2019;24;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;300
2020;24;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;297
2021;24;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;308
2022;24;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;300
2019;27;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;366
2020;27;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;345
2021;27;55-64;Tous sexes;7. Maladies de l’appareil circulatoire;354
